"번호","레벨","섹션","유형","id","스크립트/지문","문제","보기1","보기2","보기3","보기4","정답번호","정답내용","참고(일본어해설)","정답OK(Y/N)","검수의견"
"210","TOPIK II (3〜6級)","듣기","듣기","t2-l-intent-thank","남자: 부장님, 잠깐 시간 괜찮으세요? 지난번에 제 발표 자료 꼼꼼히 봐 주신 덕분에 무사히 끝냈습니다. 여자: 별것 아닌데요. 발표는 잘됐어요? 남자: 네, 부장님이 짚어 주신 부분을 고쳤더니 반응이 훨씬 좋았어요. 바쁘신데 시간 내 주셔서 정말 감사했습니다. 여자: 도움이 됐다니 다행이네요.","男性が女性に話しかけた目的として最も適切なものを選んでください。","도와준 것에 대해 고마움을 전하려고","발표 자료를 다시 봐 달라고 부탁하려고","발표가 잘 안된 것에 대해 사과하려고","다음 발표 일정을 함께 정하려고","1","도와준 것에 대해 고마움을 전하려고","「시간 내 주셔서 정말 감사했습니다」と、助けてくれたことへのお礼を伝えるのが目的。","",""
"211","TOPIK II (3〜6級)","듣기","듣기","t2-l-intent-ask","여자: 저, 실례지만 뭐 좀 여쭤봐도 될까요? 이 근처에 늦게까지 하는 약국이 있을까 해서요. 남자: 아, 밤늦게요? 일반 약국은 이 시간이면 거의 다 문을 닫았을 텐데요. 여자: 그렇군요. 아이가 갑자기 열이 나서 해열제라도 사려고요. 남자: 그러면 큰길 사거리에 24시간 하는 곳이 하나 있으니까 거기로 가 보세요.","女性が男性に話しかけた目的として最も適切なものを選んでください。","늦게까지 문을 여는 약국을 알아보려고","아이를 병원에 데려다 달라고 부탁하려고","해열제 먹이는 방법을 물어보려고","약국까지 같이 가 달라고 부탁하려고","1","늦게까지 문을 여는 약국을 알아보려고","「늦게까지 하는 약국이 있을까 해서」と、夜遅くまで開いている薬局を探すのが目的。","",""
"212","TOPIK II (3〜6級)","듣기","듣기","t2-l-place-airport","여자: 안녕하세요, 다음 손님 이쪽으로 오세요. 여권하고 항공권 보여 주시겠어요? 남자: 네, 여기 있습니다. 그런데 창가 자리로 바꿀 수 있을까요? 여자: 죄송하지만 창가 쪽은 이미 다 차서 통로 자리밖에 안 남았습니다. 부치실 짐은 몇 개세요? 남자: 이 캐리어 하나요. 여자: 무게를 좀 재 볼게요. 다행히 무게 초과는 아니네요. 탑승구는 27번이고, 한 시간 전부터 탑승 시작합니다.","二人が話している場所はどこですか。","공항의 탑승 수속 창구","기차역의 매표소","호텔의 안내 데스크","여행사의 상담 창구","1","공항의 탑승 수속 창구","「여권・항공권・부칠 짐・탑승구」が出てくるので、空港の搭乗手続きカウンター。","",""
"213","TOPIK II (3〜6級)","듣기","듣기","t2-l-place-hotel","남자: 인터넷으로 이틀 묵기로 예약했는데, 일정이 바뀌어서 하루 더 묵을 수 있을까요? 여자: 성함 말씀해 주시겠어요? 확인해 드리겠습니다. 남자: 김민수로 예약했습니다. 여자: 네, 확인됐습니다. 다행히 같은 방으로 하루 더 연장 가능하시고요, 추가 요금은 체크아웃하실 때 한꺼번에 계산해 주시면 됩니다. 조식은 1층 식당에서 일곱 시부터 드실 수 있습니다.","二人が話している場所はどこですか。","호텔의 프런트","여행사의 사무실","식당의 계산대","병원의 접수처","1","호텔의 프런트","「묵다・예약・연장・체크아웃・조식」が出てくるので、ホテルのフロント。","",""
"214","TOPIK II (3〜6級)","듣기","듣기","t2-l-next-out","여자: 아까까지만 해도 비가 쏟아지더니 어느새 그쳤네요. 남자: 그러게요. 이럴 줄 알았으면 우산을 안 챙겨도 됐을 텐데. 여자: 그래도 하늘을 보니 또 언제 쏟아질지 모르겠어요. 남자: 그럼 혹시 모르니까 우산은 그냥 가방에 넣어서 챙겨 가요. 비 맞고 감기라도 걸리면 큰일이잖아요. 여자: 좋아요. 그럼 비 더 오기 전에 얼른 나가요.","二人はこのあとどうすると考えられますか。","우산을 챙겨서 밖으로 나갑니다.","비가 완전히 그칠 때까지 기다립니다.","우산을 두고 그냥 나갑니다.","감기약을 사러 약국에 갑니다.","1","우산을 챙겨서 밖으로 나갑니다.","「우산은 챙겨 가자」「비 더 오기 전에 얼른 나가자」と言っているので、傘を持って外に出る。","",""
"215","TOPIK II (3〜6級)","듣기","듣기","t2-l-greet-congrat","남자: 소식 들었어요. 그렇게 어렵다는 시험에 한 번에 합격했다면서요? 진심으로 축하해요! 여자: 고맙습니다. 사실 떨어질 줄 알고 거의 포기하고 있었거든요. 남자: 포기는요. 매일 도서관에서 밤늦게까지 공부하던 거 다 봤는데요. 운이 아니라 그동안 고생한 만큼 당연한 결과예요. 여자: 그렇게 말해 주니 그동안 고생한 게 다 잊히네요.","この会話から分かる男性の態度として最も適切なものを選んでください。","여자의 노력을 인정하며 합격을 축하하고 있습니다.","여자가 운이 좋아서 합격했다고 생각하고 있습니다.","여자에게 시험을 다시 준비하라고 권하고 있습니다.","여자의 합격 소식을 의심하며 놀라고 있습니다.","1","여자의 노력을 인정하며 합격을 축하하고 있습니다.","「운이 아니라 고생한 만큼 당연한 결과」と、女性の努力を認めて合格を祝う態度。","",""
"216","TOPIK II (3〜6級)","듣기","듣기","t3-l-next-email","여자: 보고서 다 됐어요? 남자: 네, 지금 메일로 보낼게요.","男性はこのあと何をしますか。","보고서를 메일로 보냅니다.","보고서를 인쇄합니다.","회의에 갑니다.","보고서를 다시 씁니다.","1","보고서를 메일로 보냅니다.","「지금 메일로 보낼게요」→ 報告書をメールで送る。","",""
"217","TOPIK II (3〜6級)","듣기","듣기","t3-l-next-buy","여자: 우유가 다 떨어졌네요. 남자: 그래요? 그럼 제가 나가는 길에 사 올게요.","男性はこのあと何をしますか。","우유를 사 옵니다.","집에서 쉽니다.","우유를 버립니다.","여자를 기다립니다.","1","우유를 사 옵니다.","「나가는 길에 사 올게요(出るついでに買ってくる)」→ 牛乳を買ってくる。","",""
"218","TOPIK II (3〜6級)","듣기","듣기","t3-l-match-concert","남자: 어제 콘서트 갔다면서요? 여자: 네, 표를 못 구할 뻔했는데 다행히 갔어요. 정말 좋았어요.","内容と同じものを選んでください。","여자는 콘서트에 갔습니다.","여자는 표를 못 구했습니다.","콘서트가 별로였습니다.","여자는 콘서트에 안 갔습니다.","1","여자는 콘서트에 갔습니다.","「다행히 갔어요(無事に行けた)」→ コンサートに行った。","",""
"219","TOPIK II (3〜6級)","듣기","듣기","t3-l-match-moving","여자: 이사했다고 들었어요. 새집 어때요? 남자: 전보다 좀 좁지만 회사가 가까워서 편해요.","内容と同じものを選んでください。","남자는 이사를 했습니다.","새집이 더 넓습니다.","회사가 더 멀어졌습니다.","남자는 이사를 안 했습니다.","1","남자는 이사를 했습니다.","引っ越しの感想 → 引っ越した。狭いが会社が近い。","",""
"220","TOPIK II (3〜6級)","듣기","듣기","t3-l-mind-environment","여자: 요즘 텀블러 가지고 다니시네요. 남자: 네, 일회용 컵을 줄이면 환경에 도움이 되니까요.","男性の中心となる考えを選んでください。","환경을 위해 텀블러를 씁니다.","텀블러가 예뻐서 씁니다.","커피를 안 마십니다.","일회용 컵이 더 좋습니다.","1","환경을 위해 텀블러를 씁니다.","「환경에 도움이 되니까」→ 環境のためにタンブラーを使う。","",""
"221","TOPIK II (3〜6級)","듣기","듣기","t3-l-mind-sleep","남자: 시험 기간이라도 잠은 충분히 자는 게 좋아요. 여자: 공부할 시간이 부족한데요. 남자: 잠이 부족하면 오히려 집중이 안 돼요.","男性の中心となる考えを選んでください。","충분히 자야 집중이 잘 됩니다.","잠을 줄여야 합니다.","시험 때는 자면 안 됩니다.","공부만 하면 됩니다.","1","충분히 자야 집중이 잘 됩니다.","「잠이 부족하면 집중이 안 돼요」→ 十分寝た方が集中できる。","",""
"222","TOPIK II (3〜6級)","듣기","듣기","t3-l-intent-invite","남자: 다음 주 토요일에 집들이를 하는데 오실 수 있어요? 여자: 그럼요, 꼭 갈게요.","男性が話した目的は何ですか。","집들이에 초대하려고","길을 물어보려고","사과하려고","부탁하려고","1","집들이에 초대하려고","「집들이를 하는데 오실 수 있어요?」→ 引っ越し祝いに招待するため。","",""
"223","TOPIK II (3〜6級)","듣기","듣기","t3-l-intent-complain","남자: 음식에서 이상한 맛이 나는데요. 좀 바꿔 주시겠어요? 여자: 죄송합니다. 바로 바꿔 드리겠습니다.","男性が話した目的は何ですか。","음식을 바꿔 달라고","음식을 추천받으려고","예약하려고","길을 물어보려고","1","음식을 바꿔 달라고","「좀 바꿔 주시겠어요?」→ 料理を取り替えてもらうため。","",""
"224","TOPIK II (3〜6級)","듣기","듣기","t3-l-place-postoffice","여자: 이 소포를 부산으로 보내려고 하는데요. 남자: 네, 빠른우편으로 보내시겠어요?","ここはどこですか。","우체국","은행","편의점","병원","1","우체국","「소포(小包)」「빠른우편(速達)」→ 郵便局(우체국)。","",""
"225","TOPIK II (3〜6級)","듣기","듣기","t3-l-place-repair","남자: 노트북 화면이 갑자기 안 켜져요. 여자: 한번 봐 드릴게요. 수리비는 확인 후에 알려 드리겠습니다.","ここはどこですか。","서비스 센터","도서관","옷 가게","식당","1","서비스 센터","「수리비(修理費)」→ サービスセンター(서비스 센터)。","",""
"226","TOPIK II (3〜6級)","듣기","듣기","t3-l-next-reserve","여자: 주말에 같이 영화 볼래요? 남자: 좋아요. 그럼 제가 표를 예매할게요.","男性はこのあと何をしますか。","영화표를 예매합니다.","영화를 봅니다.","집에 갑니다.","여자를 기다립니다.","1","영화표를 예매합니다.","「제가 표를 예매할게요(チケットを予約する)」→ 映画のチケットを予約する。","",""
"227","TOPIK II (3〜6級)","듣기","듣기","t3-l-match-diet","남자: 살이 좀 빠진 것 같아요. 여자: 네, 한 달 전부터 저녁을 적게 먹고 운동을 시작했어요.","内容と同じものを選んでください。","여자는 운동을 시작했습니다.","여자는 살이 쪘습니다.","여자는 저녁을 많이 먹습니다.","여자는 운동을 안 합니다.","1","여자는 운동을 시작했습니다.","「운동을 시작했어요」が一致。夕食を少なくしている。","",""
"228","TOPIK II (3〜6級)","듣기","듣기","t3-l-greet-help","여자: 무거운 짐을 들어 주셔서 감사합니다. 남자: ___","続く言葉として正しいものを選んでください。","별말씀을요.","잘 먹겠습니다.","처음 뵙겠습니다.","어서 오세요.","1","별말씀을요.","お礼への返事「별말씀을요(とんでもないです)」。","",""
"229","TOPIK II (3〜6級)","듣기","듣기","t3-l-mind-book","여자: 전자책이 편한데 왜 종이책을 사세요? 남자: 종이책은 손으로 넘기는 느낌이 좋고 눈도 덜 피곤해서요.","男性の中心となる考えを選んでください。","종이책을 더 좋아합니다.","전자책이 항상 낫습니다.","책을 안 읽습니다.","책은 다 똑같습니다.","1","종이책을 더 좋아합니다.","「손으로 넘기는 느낌이 좋고 눈도 덜 피곤해서」→ 紙の本の方が好き。","",""
"230","TOPIK II (3〜6級)","듣기","듣기","t4-l-next-fix","여자: 복사기가 또 고장 났어요. 남자: 그래요? 제가 수리 기사에게 전화해 볼게요.","男性はこのあと何をしますか。","수리 기사에게 전화합니다.","복사기를 직접 고칩니다.","복사를 합니다.","새 복사기를 삽니다.","1","수리 기사에게 전화합니다.","「수리 기사에게 전화해 볼게요」→ 修理業者に電話する。","",""
"231","TOPIK II (3〜6級)","듣기","듣기","t4-l-next-file","남자: 발표 자료 좀 볼 수 있을까요? 여자: 네, 메일로 바로 보내 드릴게요.","女性はこのあと何をしますか。","자료를 메일로 보냅니다.","발표를 합니다.","자료를 만듭니다.","남자를 만납니다.","1","자료를 메일로 보냅니다.","「메일로 바로 보내 드릴게요」→ 資料をメールで送る。","",""
"232","TOPIK II (3〜6級)","듣기","듣기","t4-l-match-cook","여자: 요리 잘하시네요. 식당에서 일하셨어요? 남자: 아니요, 그냥 취미로 집에서 자주 해요.","内容と同じものを選んでください。","남자는 취미로 요리를 합니다.","남자는 식당에서 일합니다.","남자는 요리를 못합니다.","남자는 요리를 싫어합니다.","1","남자는 취미로 요리를 합니다.","「취미로 집에서 자주 해요」→ 趣味で料理をする。","",""
"233","TOPIK II (3〜6級)","듣기","듣기","t4-l-match-pet","남자: 강아지를 키우신다면서요? 여자: 네, 작년부터요. 산책시키는 게 힘들 때도 있지만 정말 귀여워요.","内容と同じものを選んでください。","여자는 강아지를 키웁니다.","여자는 고양이를 키웁니다.","산책이 항상 즐겁습니다.","여자는 동물을 안 좋아합니다.","1","여자는 강아지를 키웁니다.","「강아지를 키운다」→ 犬を飼っている。散歩が大変な時もある。","",""
"234","TOPIK II (3〜6級)","듣기","듣기","t4-l-mind-breakfast","여자: 아침을 꼭 먹어야 할까요? 남자: 그럼요. 아침을 먹으면 하루 종일 힘이 나고 집중도 잘돼요.","男性の中心となる考えを選んでください。","아침을 먹는 것이 좋습니다.","아침을 안 먹어도 됩니다.","아침은 적게 먹어야 합니다.","아침은 중요하지 않습니다.","1","아침을 먹는 것이 좋습니다.","「힘이 나고 집중도 잘돼요」→ 朝食を食べた方がよい。","",""
"235","TOPIK II (3〜6級)","듣기","듣기","t4-l-mind-secondhand","남자: 새것도 아닌데 중고 물건을 왜 사요? 여자: 멀쩡한데 싸게 살 수 있고 환경에도 좋잖아요.","女性の中心となる考えを選んでください。","중고 물건을 사는 것도 좋습니다.","새것만 사야 합니다.","중고 물건은 믿을 수 없습니다.","물건을 사면 안 됩니다.","1","중고 물건을 사는 것도 좋습니다.","「싸게 살 수 있고 환경에도 좋다」→ 中古を買うのも良い。","",""
"236","TOPIK II (3〜6級)","듣기","듣기","t4-l-intent-recommend","남자: 이 근처에 점심 먹을 만한 데 있을까요? 여자: 저 앞 식당이 맛있어요. 한번 가 보세요.","女性が話した目的は何ですか。","식당을 추천하려고","길을 물어보려고","사과하려고","예약하려고","1","식당을 추천하려고","「저 앞 식당이 맛있어요. 가 보세요」→ 食堂を勧めるため。","",""
"237","TOPIK II (3〜6級)","듣기","듣기","t4-l-intent-reserve","여자: 여보세요, 내일 오후 세 시에 진료 예약하고 싶은데요. 남자: 네, 성함과 연락처를 말씀해 주세요.","女性が電話をした目的は何ですか。","병원을 예약하려고","길을 물어보려고","약을 사려고","추천받으려고","1","병원을 예약하려고","「진료 예약하고 싶은데요(診療を予約)」→ 病院の予約。","",""
"238","TOPIK II (3〜6級)","듣기","듣기","t4-l-place-cleaners","여자: 이 셔츠 좀 맡기려고요. 남자: 네, 금요일에 찾으러 오시면 됩니다.","ここはどこですか。","세탁소","옷 가게","미용실","우체국","1","세탁소","「맡기다」「찾으러 오다」→ クリーニング店(세탁소)。","",""
"239","TOPIK II (3〜6級)","듣기","듣기","t4-l-place-gym","남자: 한 달 회원권은 얼마예요? 여자: 5만 원이에요. 러닝머신과 운동 기구를 자유롭게 쓰실 수 있어요.","ここはどこですか。","헬스장","수영장","도서관","병원","1","헬스장","「러닝머신」「운동 기구」→ ジム(헬스장)。","",""
"240","TOPIK II (3〜6級)","듣기","듣기","t4-l-next-aircon","여자: 회의실이 좀 덥네요. 남자: 그럼 제가 에어컨을 켜고 올게요.","男性はこのあと何をしますか。","에어컨을 켭니다.","창문을 닫습니다.","회의를 시작합니다.","물을 가져옵니다.","1","에어컨을 켭니다.","「에어컨을 켜고 올게요」→ エアコンをつける。","",""
"241","TOPIK II (3〜6級)","듣기","듣기","t4-l-match-volunteer","남자: 주말마다 봉사활동 한다고 들었어요. 여자: 네, 도서관에서 아이들에게 책을 읽어 줘요.","内容と同じものを選んでください。","여자는 도서관에서 봉사합니다.","여자는 병원에서 일합니다.","여자는 봉사활동을 그만뒀습니다.","여자는 주말에 쉽니다.","1","여자는 도서관에서 봉사합니다.","「도서관에서 아이들에게 책을 읽어 준다」→ 図書館でボランティア。","",""
"242","TOPIK II (3〜6級)","듣기","듣기","t4-l-greet-longtime","여자: 어머, 오랜만이에요! 잘 지냈어요? 남자: ___","続く言葉として正しいものを選んでください。","네, 덕분에 잘 지냈어요.","처음 뵙겠습니다.","안녕히 가세요.","잘 먹겠습니다.","1","네, 덕분에 잘 지냈어요.","「잘 지냈어요?(元気でしたか)」→「네, 덕분에 잘 지냈어요」。","",""
"243","TOPIK II (3〜6級)","듣기","듣기","t4-l-mind-bicycle","남자: 자전거로 출퇴근하면 안 힘들어요? 여자: 처음엔 힘들었는데 건강에도 좋고 차비도 아껴서 계속하고 있어요.","女性の中心となる考えを選んでください。","자전거 출퇴근은 좋은 점이 많습니다.","자전거는 너무 힘듭니다.","차를 타는 것이 낫습니다.","운동을 싫어합니다.","1","자전거 출퇴근은 좋은 점이 많습니다.","「건강에도 좋고 차비도 아껴서」→ 自転車通勤は良い点が多い。","",""
"244","TOPIK II (3〜6級)","듣기","듣기","t5-l-next-umbrella","여자: 비 오는데 우산 있어요? 남자: 아니요. 여자: 그럼 이거 쓰세요. 저는 하나 더 있어요.","男性はこのあとどうしますか。","여자의 우산을 씁니다.","우산을 새로 삽니다.","비를 맞고 갑니다.","집에 갑니다.","1","여자의 우산을 씁니다.","「이거 쓰세요. 저는 하나 더 있어요」→ 女性の傘を使う。","",""
"245","TOPIK II (3〜6級)","듣기","듣기","t5-l-next-sign","남자: 이 서류에 사인만 하면 되나요? 여자: 네, 사인하시고 저쪽 창구에 내시면 됩니다.","男性はこのあと何をしますか。","서류에 사인을 합니다.","창구에서 일합니다.","서류를 만듭니다.","집에 갑니다.","1","서류에 사인을 합니다.","「사인하시고 창구에 내세요」→ まず書類にサインする。","",""
"246","TOPIK II (3〜6級)","듣기","듣기","t5-l-match-exhibit","여자: 미술관에 자주 가시나 봐요. 남자: 네, 한 달에 한두 번은 가요. 그림을 보면 마음이 편해져서요.","内容と同じものを選んでください。","남자는 미술관에 가끔 갑니다.","남자는 미술관에 안 갑니다.","남자는 친구와 함께 미술관에 갑니다.","남자는 매일 미술관에 갑니다.","1","남자는 미술관에 가끔 갑니다.","「한 달에 한두 번은 가요」→ 時々美術館に行く。","",""
"247","TOPIK II (3〜6級)","듣기","듣기","t5-l-match-online","남자: 요즘 한국어를 온라인으로 배운다면서요? 여자: 네, 집에서 들을 수 있어서 편해요. 대신 질문하기는 좀 불편해요.","内容と同じものを選んでください。","여자는 온라인으로 한국어를 배웁니다.","여자는 학원에 다닙니다.","여자는 한국어를 안 배웁니다.","여자는 수업을 그만뒀습니다.","1","여자는 온라인으로 한국어를 배웁니다.","「온라인으로 배운다」→ オンラインで韓国語を学ぶ。","",""
"248","TOPIK II (3〜6級)","듣기","듣기","t5-l-mind-plant","여자: 집에서 식물을 많이 키우시네요. 남자: 네, 식물을 돌보면 기분도 좋아지고 공기도 맑아져요.","男性の中心となる考えを選んでください。","식물을 키우는 것이 좋습니다.","식물은 키우기 어렵습니다.","식물은 필요 없습니다.","식물을 키우려면 손이 많이 갑니다.","1","식물을 키우는 것이 좋습니다.","「기분도 좋아지고 공기도 맑아져요」→ 植物を育てるのは良い。","",""
"249","TOPIK II (3〜6級)","듣기","듣기","t5-l-mind-cook","남자: 매일 직접 요리하기 힘들지 않아요? 여자: 조금 힘들어도 건강에 좋고 돈도 아낄 수 있어서 좋아요.","女性の中心となる考えを選んでください。","집에서 요리하는 것이 좋습니다.","사 먹는 것이 낫습니다.","요리는 시간 낭비입니다.","요리를 안 합니다.","1","집에서 요리하는 것이 좋습니다.","「건강에 좋고 돈도 아낄 수 있어서」→ 家で料理するのが良い。","",""
"250","TOPIK II (3〜6級)","듣기","듣기","t5-l-intent-borrow","남자: 그 책 다 읽으셨으면 저도 좀 빌릴 수 있을까요? 여자: 그럼요, 내일 가져다드릴게요.","男性が話した目的は何ですか。","책을 빌리려고","책을 추천하려고","책을 사려고","책을 돌려주려고","1","책을 빌리려고","「저도 좀 빌릴 수 있을까요?」→ 本を借りるため。","",""
"251","TOPIK II (3〜6級)","듣기","듣기","t5-l-intent-exchange","남자: 이 옷 어제 샀는데 사이즈가 좀 작아서요. 큰 걸로 바꿀 수 있을까요? 여자: 네, 영수증 주시겠어요?","男性が話した目的は何ですか。","옷을 교환하려고","옷을 사려고","환불받으려고","추천받으려고","1","옷을 교환하려고","「큰 걸로 바꿀 수 있을까요?(交換)」→ 服を交換するため。","",""
"252","TOPIK II (3〜6級)","듣기","듣기","t5-l-place-station","여자: 부산행 기차표 두 장 주세요. 남자: 오전 표는 매진이고 오후 두 시 표는 있습니다.","ここはどこですか。","기차역","공항","버스 터미널","지하철역","1","기차역","「부산행 기차표(釜山行きの汽車券)」→ 駅(기차역)。","",""
"253","TOPIK II (3〜6級)","듣기","듣기","t5-l-place-library","남자: 이 책 일주일 더 빌릴 수 있을까요? 여자: 네, 연장해 드리겠습니다. 반납일은 다음 주 금요일입니다.","ここはどこですか。","도서관","서점","학교","우체국","1","도서관","「연장(延長)」「반납일(返却日)」→ 図書館(도서관)。","",""
"254","TOPIK II (3〜6級)","듣기","듣기","t5-l-next-pharmacy","남자: 감기가 좀 심하네요. 약을 처방해 드릴 테니 약국에서 받아 가세요. 여자: 네, 알겠습니다.","女性はこのあとどこへ行きますか。","약국","병원","집","회사","1","약국","「약국에서 받아 가세요」→ 薬局へ行く。","",""
"255","TOPIK II (3〜6級)","듣기","듣기","t5-l-match-trip","여자: 다음 달에 여행 간다면서요? 남자: 네, 제주도요. 비행기 표는 샀고 이제 호텔만 예약하면 돼요.","内容と同じものを選んでください。","남자는 비행기 표를 샀습니다.","남자는 호텔을 예약했습니다.","남자는 여행을 취소했습니다.","남자는 기차로 갑니다.","1","남자는 비행기 표를 샀습니다.","「비행기 표는 샀고」→ 航空券は買った。ホテルはこれから。","",""
"256","TOPIK II (3〜6級)","듣기","듣기","t5-l-greet-late","여자: 늦어서 죄송해요. 길이 많이 막혔어요. 남자: ___","続く言葉として正しいものを選んでください。","괜찮아요. 저도 방금 왔어요.","네, 빨리 가세요.","교통이 참 복잡하네요.","처음 뵙겠습니다.","1","괜찮아요. 저도 방금 왔어요.","遅刻の謝罪への返事「괜찮아요(大丈夫です)」。","",""
"257","TOPIK II (3〜6級)","듣기","듣기","t5-l-mind-recycle","남자: 분리수거가 좀 귀찮지 않아요? 여자: 귀찮아도 환경을 위해서는 꼭 해야 한다고 생각해요.","女性の中心となる考えを選んでください。","분리수거는 꼭 해야 합니다.","분리수거는 안 해도 됩니다.","분리수거는 의미가 없습니다.","분리수거는 다른 사람이 하면 됩니다.","1","분리수거는 꼭 해야 합니다.","「환경을 위해서는 꼭 해야 한다」→ 分別は必ずすべき。","",""
"258","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-g-baram","","비가 많이 ( ) 길이 막혔습니다.　（　）に入る正しいものを選んでください。","오는 바람에","오더라도","올수록","오거나","1","오는 바람에","「-는 바람에」は予期せぬ原因「~のせいで」。雨のせいで道が混んだ。","",""
"259","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-g-surok","","운동은 ( ) 건강에 좋습니다.　（　）に入る正しいものを選んでください。","하면 할수록","하는 바람에","하더라도","하거나","1","하면 할수록","「-(으)ㄹ수록」は「~すればするほど」。するほど健康に良い。","",""
"260","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-g-mothago","","시간이 없어서 아침을 ( ) 회사에 갔습니다.　（　）に入る正しいものを選んでください。","먹지 못하고","먹고 싶고","먹는 동안","먹기 위해","1","먹지 못하고","時間がなくて朝食を「먹지 못하고(食べられずに)」会社へ行った。","",""
"261","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-g-ttaemune","","표가 다 팔렸기 ( ) 영화를 못 봤습니다.　（　）に入る正しいものを選んでください。","때문에","위해서","전에","동안","1","때문에","「-기 때문에」は理由「~ので」。チケットが売り切れたので見られなかった。","",""
"262","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-g-ryeogo","","어제 시험공부를 ( ) 한숨도 못 잤어요.　（　）に入る正しいものを選んでください。","하느라고","하더라도","하거나","하든지","1","하느라고","「-느라고」は理由「~するのに(時間・労力を費やして)」。試験勉強をしていて一睡もできなかった。","",""
"263","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-g-neunge","","감기에 걸렸을 때는 푹 ( ) 좋습니다.　（　）に入る正しいものを選んでください。","쉬는 게","쉬거나","쉬더라도","쉬는데","1","쉬는 게","「-는 게 좋다」は「~するのがよい」。風邪のときはよく休むのがよい。","",""
"264","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-syn-gradually","","한국어 실력이 점점 좋아지고 있습니다.　「점점」と意味が近いものを選んでください。","차츰","갑자기","가끔","드디어","1","차츰","「점점(だんだん)」に近いのは「차츰」。갑자기=急に、가끔=たまに、드디어=ついに。","",""
"265","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-syn-fix","","고장 난 자전거를 고쳤습니다.　「고쳤습니다」と意味が近いものを選んでください。","수리했습니다","바꿨습니다","버렸습니다","잃어버렸습니다","1","수리했습니다","「고치다(直す)」=「수리하다(修理する)」。바꾸다=取り替える、버리다=捨てる。","",""
"266","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-syn-finish","","회의를 다섯 시에 마쳤습니다.　「마쳤습니다」と意味が近いものを選んでください。","끝냈습니다","시작했습니다","미뤘습니다","준비했습니다","1","끝냈습니다","「마치다(終える)」=「끝내다」。시작하다=始める、미루다=延ばす。","",""
"267","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-syn-similar","","두 사람의 목소리가 아주 비슷합니다.　「비슷합니다」と意味が近いものを選んでください。","유사합니다","똑같습니다","다릅니다","새롭습니다","1","유사합니다","「비슷하다(似ている)」=「유사하다(類似する)」。똑같다=全く同じ、다르다=違う。","",""
"268","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-v-cancel","","친구와 약속을 했는데 갑자기 일이 생겨서 약속을 ( ).　（　）に入る正しいものを選んでください。","취소했습니다","지켰습니다","도착했습니다","출발했습니다","1","취소했습니다","急用ができて約束を「취소하다(キャンセルする)」。지키다=守る。","",""
"269","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-v-pass","","면접을 잘 봐서 그 회사에 ( ).　（　）に入る正しいものを選んでください。","합격했습니다","떨어졌습니다","그만뒀습니다","지각했습니다","1","합격했습니다","面接がうまくいって会社に「합격하다(合格する)」。떨어지다=落ちる。","",""
"270","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-v-aircon","","방이 너무 더워서 에어컨을 ( ).　（　）に入る正しいものを選んでください。","켰습니다","껐습니다","닫았습니다","잠갔습니다","1","켰습니다","暑いのでエアコンを「켜다(つける)」。끄다=消す。","",""
"271","TOPIK II (3〜6級)","읽기","빈칸 채우기","t2-r-v-ask","","길을 몰라서 지나가는 사람에게 길을 ( ).　（　）に入る正しいものを選んでください。","물어봤습니다","대답했습니다","가르쳤습니다","잊어버렸습니다","1","물어봤습니다","道が分からず「물어보다(尋ねる)」。대답하다=答える。","",""
"272","TOPIK II (3〜6級)","읽기","내용/주제","t2-r-d-worker","","저는 회사원입니다. 매일 아침 일곱 시에 일어나서 운동을 합니다. 운동을 한 후에 출근합니다. 주말에는 가족과 시간을 보냅니다.　内容と同じものを選んでください。","이 사람은 아침에 운동을 합니다.","이 사람은 학생입니다.","주말에 회사에 갑니다.","저녁에 운동을 합니다.","1","이 사람은 아침에 운동을 합니다.","「아침에 운동을 합니다」が一致。회사원で、出勤前に運動する。","",""
"273","TOPIK II (3〜6級)","읽기","내용/주제","t2-r-d-summer","","한국의 여름은 덥고 비가 많이 옵니다. 특히 칠월과 팔월에는 장마가 있어서 비가 자주 옵니다. 그래서 이때는 우산을 꼭 가지고 다니는 것이 좋습니다.　内容と同じものを選んでください。","한국의 여름에는 비가 많이 옵니다.","한국의 여름은 춥습니다.","장마는 겨울에 있습니다.","여름에는 우산이 필요 없습니다.","1","한국의 여름에는 비가 많이 옵니다.","「비가 많이 옵니다」が一致。장마(梅雨)は7〜8月。","",""
